thermal,met,userid,experimentid,responseSpeed
11.0,9.0,dorn13,dorn,
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn11,dorn,
9.0,9.0,dorn999,dorn,3.985
9.0,9.0,dorn999,dorn,2.715
9.0,9.0,dorn999,dorn,3.404
11.0,9.0,dorn12,dorn,10.538
10.0,9.0,dorn13,dorn,
,,test,dorn,0.014
,,test,dorn,0.013
11.0,9.0,dorn12,dorn,10.329
11.0,9.0,dorn13,dorn,
10.0,9.0,dorn03,dorn,1469.918
10.0,9.0,dorn02,dorn,
10.0,8.0,dorn08,dorn,
11.0,8.0,dorn08,dorn,
10.0,9.0,dorn07,dorn,29.276
10.0,9.0,dorn12,dorn,30.611
11.0,8.0,dorn09,dorn,15.736
10.0,8.0,dorn02,dorn,
11.0,9.0,dorn05,dorn,4.019
10.0,10.0,dorn15,dorn,
11.0,9.0,dorn13,dorn,
10.0,9.0,dorn05,dorn,4.073
10.0,8.0,dorn02,dorn,
11.0,9.0,dorn03,dorn,10680.316
11.0,9.0,dorn02,dorn,
10.0,9.0,dorn02,dorn,
11.0,10.0,dorn09,dorn,26.357
11.0,9.0,dorn11,dorn,
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn15,dorn,
10.0,9.0,dorn08,dorn,
11.0,9.0,dorn09,dorn,10.965
11.0,9.0,dorn03,dorn,6.535
10.0,9.0,dorn02,dorn,
10.0,9.0,dorn09,dorn,14.573
10.0,9.0,dorn02,dorn,
11.0,10.0,dorn15,dorn,
11.0,9.0,dorn03,dorn,9.333
11.0,9.0,dorn09,dorn,24.612
10.0,8.0,dorn11,dorn,
10.0,9.0,dorn05,dorn,3.373
10.0,9.0,dorn07,dorn,56.348
10.0,9.0,dorn999,dorn,9.086
11.0,11.0,dorn999,dorn,3.087
9.0,9.0,dorn999,dorn,3.043
11.0,11.0,dorn999,dorn,3.518
10.0,9.0,dorn05,dorn,4.662
9.0,9.0,dorn999,dorn,3.588
9.0,9.0,dorn999,dorn,2.351
11.0,11.0,dorn999,dorn,3.409
10.0,9.0,dorn09,dorn,1515.803
9.0,9.0,dorn999,dorn,3.08
10.0,9.0,dorn11,dorn,
10.0,9.0,dorn15,dorn,
11.0,9.0,dorn11,dorn,
9.0,9.0,dorn999,dorn,3.093
9.0,9.0,dorn999,dorn,3.378
10.0,8.0,dorn08,dorn,
10.0,9.0,dorn07,dorn,14.007
10.0,9.0,dorn05,dorn,5.188
10.0,8.0,dorn02,dorn,
11.0,9.0,dorn11,dorn,
11.0,10.0,dorn15,dorn,
10.0,8.0,dorn02,dorn,
9.0,9.0,dorn999,dorn,8.534
10.0,9.0,dorn999,dorn,6.441
10.0,9.0,dorn07,dorn,15.372
11.0,9.0,dorn03,dorn,14.795
10.0,9.0,dorn05,dorn,4.023
10.0,9.0,dorn15,dorn,
10.0,9.0,dorn12,dorn,9.362
10.0,9.0,dorn02,dorn,
10.0,9.0,dorn05,dorn,4.126
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn07,dorn,43.567
10.0,9.0,dorn11,dorn,
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn09,dorn,10.154
11.0,9.0,dorn15,dorn,
10.0,8.0,dorn03,dorn,2700.82
11.0,9.0,dorn08,dorn,
10.0,10.0,dorn03,dorn,11.405
9.0,10.0,dorn03,dorn,229.332
10.0,9.0,dorn05,dorn,8.344
9.0,9.0,dorn999,dorn,2233.021
9.0,10.0,dorn03,dorn,10.353
11.0,9.0,dorn09,dorn,15.038
10.0,9.0,dorn11,dorn,
11.0,10.0,dorn03,dorn,474.864
10.0,9.0,dorn12,dorn,5.523
10.0,9.0,dorn12,dorn,10.548
10.0,10.0,dorn03,dorn,12.247
10.0,9.0,dorn05,dorn,5.69
11.0,11.0,dorn15,dorn,
10.0,10.0,dorn02,dorn,
11.0,9.0,dorn12,dorn,12.527
11.0,9.0,dorn07,dorn,21.425
11.0,9.0,dorn09,dorn,8.951
10.0,9.0,dorn11,dorn,
9.0,9.0,dorn09,dorn,16.05
10.0,8.0,dorn08,dorn,
10.0,10.0,dorn02,dorn,
10.0,8.0,dorn02,dorn,
11.0,9.0,dorn09,dorn,19.92
9.0,9.0,dorn03,dorn,14.564
10.0,8.0,dorn02,dorn,
10.0,9.0,dorn11,dorn,
,,dorn14,dorn,0.013
9.0,9.0,dorn03,dorn,8.3
10.0,9.0,dorn12,dorn,2528.723
9.0,9.0,dorn03,dorn,11.089
10.0,9.0,dorn05,dorn,4.596
10.0,9.0,dorn05,dorn,3.719
9.0,9.0,dorn03,dorn,13.012
10.0,9.0,dorn12,dorn,8.039
9.0,10.0,dorn03,dorn,12.549
10.0,9.0,dorn12,dorn,2854.561
10.0,10.0,dorn07,dorn,47.73
10.0,9.0,dorn09,dorn,11.513
11.0,9.0,dorn09,dorn,8.953
11.0,9.0,dorn09,dorn,8.633
10.0,9.0,dorn12,dorn,14.713
9.0,9.0,dorn05,dorn,7.709
10.0,9.0,dorn07,dorn,38.141
11.0,9.0,dorn09,dorn,8.505
10.0,9.0,dorn14,dorn,3800.351
10.0,9.0,dorn18,dorn,494.988
9.0,9.0,dorn05,dorn,6.278
10.0,9.0,dorn18,dorn,12.001
11.0,9.0,dorn12,dorn,13.283
10.0,9.0,dorn07,dorn,15.418
10.0,9.0,dorn03,dorn,25.29
10.0,9.0,dorn18,dorn,18.742
9.0,9.0,dorn14,dorn,1703.49
10.0,9.0,dorn03,dorn,730.068
10.0,9.0,dorn12,dorn,7.412
11.0,9.0,dorn09,dorn,8.493
10.0,9.0,dorn03,dorn,37.327
10.0,10.0,dorn07,dorn,25.256
11.0,9.0,dorn05,dorn,6.172
10.0,9.0,dorn03,dorn,9.424
10.0,9.0,dorn12,dorn,4.19
10.0,9.0,dorn05,dorn,39599.037
10.0,9.0,dorn14,dorn,46105.23
10.0,9.0,dorn12,dorn,12.333
11.0,9.0,dorn03,dorn,7.561
10.0,9.0,dorn03,dorn,7.866
10.0,8.0,dorn07,dorn,5169.178
10.0,9.0,dorn14,dorn,7.109
10.0,10.0,dorn12,dorn,12.707
10.0,9.0,dorn14,dorn,9.951
10.0,9.0,dorn18,dorn,10.627
10.0,9.0,dorn03,dorn,2014.659
10.0,9.0,dorn12,dorn,11.968
10.0,9.0,dorn07,dorn,22.514
10.0,9.0,dorn03,dorn,1486.128
10.0,9.0,dorn14,dorn,2102.159
10.0,9.0,dorn18,dorn,9.991
11.0,9.0,dorn12,dorn,4030.393
10.0,9.0,dorn14,dorn,5.642
10.0,9.0,dorn18,dorn,13.604
10.0,9.0,dorn07,dorn,20.01
11.0,8.0,dorn09,dorn,9.843
10.0,9.0,dorn12,dorn,8.907
10.0,9.0,dorn14,dorn,6455.199
11.0,8.0,dorn09,dorn,11.578
10.0,9.0,dorn07,dorn,18.509
10.0,9.0,dorn05,dorn,3.703
11.0,8.0,dorn09,dorn,16.126
11.0,9.0,dorn18,dorn,17.24
10.0,9.0,dorn03,dorn,263.337
11.0,9.0,dorn05,dorn,4.039
11.0,9.0,dorn05,dorn,4.866
11.0,9.0,dorn09,dorn,9.837
11.0,9.0,dorn12,dorn,7.812
10.0,9.0,dorn14,dorn,2905.486
11.0,9.0,dorn09,dorn,12.829
11.0,9.0,dorn18,dorn,15.994
11.0,9.0,dorn07,dorn,18.527
11.0,9.0,dorn05,dorn,5.461
10.0,9.0,dorn09,dorn,11.317
11.0,9.0,dorn09,dorn,11.993
11.0,9.0,dorn12,dorn,10.173
10.0,9.0,dorn14,dorn,44880.543
10.0,9.0,dorn05,dorn,3.677
10.0,9.0,dorn05,dorn,4.029
10.0,9.0,dorn05,dorn,4.187
10.0,9.0,dorn14,dorn,9.396
10.0,9.0,dorn12,dorn,4.425
10.0,9.0,dorn14,dorn,5.037
10.0,9.0,dorn12,dorn,37.423
10.0,10.0,dorn07,dorn,15.247
11.0,9.0,dorn09,dorn,9.636
10.0,9.0,dorn12,dorn,3.828
10.0,9.0,dorn03,dorn,601.393
10.0,9.0,dorn05,dorn,5.298
10.0,9.0,dorn12,dorn,9.594
10.0,9.0,dorn07,dorn,39.381
11.0,9.0,dorn03,dorn,14.062
11.0,9.0,dorn09,dorn,9.145
10.0,9.0,dorn05,dorn,3.811
11.0,9.0,dorn09,dorn,6.493
11.0,9.0,dorn05,dorn,3.726
11.0,9.0,dorn09,dorn,8.699
10.0,9.0,dorn14,dorn,20.862
10.0,9.0,dorn07,dorn,14.419
10.0,8.0,dorn12,dorn,17.56
10.0,9.0,dorn03,dorn,10.3
11.0,9.0,dorn12,dorn,6.423
11.0,9.0,dorn12,dorn,10.652
10.0,9.0,dorn14,dorn,1485.695
10.0,11.0,dorn07,dorn,4691.876
11.0,9.0,dorn09,dorn,21.883
10.0,9.0,dorn14,dorn,12.567
11.0,9.0,dorn12,dorn,9.811
10.0,10.0,dorn07,dorn,423.663
10.0,9.0,dorn03,dorn,10.055
11.0,10.0,dorn07,dorn,12.452
11.0,9.0,dorn09,dorn,9.112
10.0,9.0,dorn12,dorn,4.269
11.0,9.0,dorn09,dorn,9.567
10.0,9.0,dorn12,dorn,4.426
10.0,9.0,dorn03,dorn,1496.779
11.0,10.0,dorn12,dorn,16.297
11.0,11.0,dorn09,dorn,12.002
10.0,9.0,dorn14,dorn,4922.53
10.0,9.0,dorn03,dorn,1104.784
11.0,10.0,dorn03,dorn,7.347
10.0,9.0,dorn03,dorn,10.566
11.0,9.0,dorn09,dorn,12.908
10.0,9.0,dorn18,dorn,24.572
10.0,9.0,dorn18,dorn,20.357
11.0,9.0,dorn12,dorn,7.47
10.0,9.0,dorn14,dorn,5.325
11.0,9.0,dorn18,dorn,8.56
10.0,9.0,dorn14,dorn,8.844
11.0,9.0,dorn07,dorn,18.072
10.0,9.0,dorn03,dorn,779.454
11.0,9.0,dorn09,dorn,6.928
11.0,9.0,dorn18,dorn,2458.77
11.0,11.0,dorn12,dorn,9.195
10.0,9.0,dorn14,dorn,4.242
10.0,11.0,dorn07,dorn,25.119
10.0,9.0,dorn03,dorn,820.635
11.0,9.0,dorn18,dorn,4447.706
10.0,9.0,dorn07,dorn,18.661
11.0,9.0,dorn09,dorn,13.72
10.0,9.0,dorn14,dorn,4079.734
11.0,9.0,dorn18,dorn,32.632
10.0,9.0,dorn07,dorn,12.793
11.0,9.0,dorn12,dorn,5.691
11.0,9.0,dorn09,dorn,14.615
10.0,9.0,dorn03,dorn,7.825
11.0,9.0,dorn12,dorn,8.915
11.0,11.0,dorn09,dorn,13.609
11.0,9.0,dorn03,dorn,8.153
10.0,9.0,dorn14,dorn,22.601
10.0,9.0,dorn03,dorn,6.727
11.0,9.0,dorn12,dorn,4.375
11.0,9.0,dorn12,dorn,8.278
10.0,9.0,dorn14,dorn,2757.354
10.0,8.0,dorn07,dorn,17.866
9.0,9.0,dorn09,dorn,20.17
11.0,9.0,dorn07,dorn,15.142
11.0,8.0,dorn12,dorn,30.641
11.0,10.0,dorn14,dorn,5678.821
10.0,9.0,dorn14,dorn,12.076
11.0,10.0,dorn07,dorn,14.435
11.0,9.0,dorn09,dorn,7.49
11.0,9.0,dorn12,dorn,9.076
10.0,9.0,dorn03,dorn,10.891
10.0,9.0,dorn14,dorn,13.708
10.0,9.0,dorn07,dorn,46.864
11.0,9.0,dorn12,dorn,11.129
11.0,9.0,dorn18,dorn,24.954
10.0,9.0,dorn14,dorn,1586.437
10.0,8.0,dorn02,dorn,8.186
10.0,9.0,dorn12,dorn,4.83
11.0,10.0,dorn03,dorn,45251.751
10.0,9.0,dorn02,dorn,14.292
10.0,9.0,dorn12,dorn,6.423
9.0,9.0,dorn14,dorn,9.186
10.0,9.0,dorn02,dorn,16.95
10.0,9.0,dorn03,dorn,2255.801
10.0,10.0,dorn08,dorn,9.861
10.0,9.0,dorn18,dorn,8.856
11.0,9.0,dorn09,dorn,11.383
11.0,9.0,dorn12,dorn,2502.648
10.0,8.0,dorn02,dorn,7.917
11.0,9.0,dorn18,dorn,14.437
10.0,8.0,dorn08,dorn,17.44
10.0,9.0,dorn11,dorn,9.601
10.0,9.0,dorn14,dorn,34.103
11.0,9.0,dorn15,dorn,8.446
11.0,10.0,dorn18,dorn,15.962
10.0,9.0,dorn09,dorn,9.632
11.0,9.0,dorn09,dorn,8.846
10.0,9.0,dorn11,dorn,6.891
10.0,9.0,dorn08,dorn,7100.516
11.0,11.0,dorn07,dorn,23.975
10.0,9.0,dorn11,dorn,9.299
10.0,8.0,dorn02,dorn,11.847
11.0,9.0,dorn15,dorn,7.286
10.0,8.0,dorn02,dorn,9.314
10.0,8.0,dorn02,dorn,8.464
10.0,9.0,dorn15,dorn,8.955
10.0,9.0,dorn14,dorn,4551.962
11.0,9.0,dorn03,dorn,10.791
11.0,9.0,dorn12,dorn,9.274
11.0,9.0,dorn09,dorn,6.458
10.0,9.0,dorn07,dorn,28.601
11.0,9.0,dorn03,dorn,72.355
11.0,9.0,dorn18,dorn,13.565
11.0,10.0,dorn08,dorn,1202.152
11.0,11.0,dorn12,dorn,10.185
11.0,9.0,dorn15,dorn,7.11
10.0,8.0,dorn02,dorn,6.691
11.0,9.0,dorn12,dorn,8.129
11.0,9.0,dorn03,dorn,2378.122
10.0,8.0,dorn02,dorn,6.769
10.0,9.0,dorn03,dorn,1678.452
10.0,9.0,dorn07,dorn,16.232
10.0,9.0,dorn08,dorn,11.928
10.0,10.0,dorn11,dorn,13.41
10.0,9.0,dorn11,dorn,9.351
10.0,9.0,dorn15,dorn,15.398
10.0,8.0,dorn15,dorn,8.774
10.0,8.0,dorn15,dorn,7.554
11.0,9.0,dorn18,dorn,20934.158
10.0,8.0,dorn02,dorn,7.53
11.0,9.0,dorn09,dorn,13.986
11.0,9.0,dorn12,dorn,39203.634
11.0,9.0,dorn09,dorn,8.184
10.0,8.0,dorn02,dorn,9.832
10.0,9.0,dorn14,dorn,43071.089
11.0,9.0,dorn13,dorn,9.952
10.0,9.0,dorn11,dorn,575.498
11.0,9.0,dorn13,dorn,19.354
10.0,8.0,dorn02,dorn,6.562
11.0,8.0,dorn02,dorn,12.552
11.0,9.0,dorn13,dorn,9.704
10.0,9.0,dorn08,dorn,6.12
10.0,9.0,dorn15,dorn,8.304
10.0,8.0,dorn02,dorn,11.209
11.0,9.0,dorn09,dorn,7.598
10.0,9.0,dorn12,dorn,9.386
11.0,9.0,dorn08,dorn,7.176
11.0,9.0,dorn09,dorn,7.153
10.0,9.0,dorn15,dorn,10.68
11.0,9.0,dorn13,dorn,8.961
10.0,9.0,dorn14,dorn,8.185
10.0,9.0,dorn11,dorn,6995.207
11.0,9.0,dorn12,dorn,11.986
10.0,9.0,dorn11,dorn,591.292
10.0,8.0,dorn08,dorn,2403.609
11.0,9.0,dorn12,dorn,4.415
11.0,10.0,dorn07,dorn,70.206
11.0,9.0,dorn12,dorn,7.821
10.0,9.0,dorn08,dorn,17.641
11.0,9.0,dorn13,dorn,7.314
11.0,9.0,dorn13,dorn,11.417
11.0,9.0,dorn15,dorn,9.871
10.0,8.0,dorn02,dorn,9.05
11.0,9.0,dorn09,dorn,7.336
11.0,10.0,dorn11,dorn,6543.054
10.0,9.0,dorn14,dorn,10.217
10.0,9.0,dorn08,dorn,17.8
10.0,8.0,dorn11,dorn,12.067
11.0,9.0,dorn09,dorn,6.286
11.0,9.0,dorn07,dorn,16.651
11.0,9.0,dorn13,dorn,2319.04
10.0,9.0,dorn15,dorn,6.86
11.0,9.0,dorn09,dorn,9.122
11.0,9.0,dorn12,dorn,4.84
10.0,8.0,dorn02,dorn,6.88
11.0,9.0,dorn13,dorn,7.518
10.0,9.0,dorn07,dorn,30.679
10.0,9.0,dorn14,dorn,7.459
11.0,9.0,dorn12,dorn,10.093
10.0,9.0,dorn08,dorn,17.996
10.0,9.0,dorn03,dorn,7.444
11.0,9.0,dorn12,dorn,1925.67
11.0,9.0,dorn12,dorn,8.438
10.0,9.0,dorn03,dorn,13.467
11.0,9.0,dorn09,dorn,9.265
11.0,8.0,dorn08,dorn,8.901
10.0,9.0,dorn07,dorn,10.86
11.0,9.0,dorn12,dorn,7.87
10.0,10.0,dorn11,dorn,16.205
10.0,9.0,dorn11,dorn,7.255
10.0,9.0,dorn15,dorn,10.939
10.0,9.0,dorn15,dorn,8.535
10.0,8.0,dorn15,dorn,18.662
10.0,9.0,dorn03,dorn,4783.217
10.0,9.0,dorn14,dorn,6176.585
11.0,9.0,dorn09,dorn,13.085
10.0,8.0,dorn15,dorn,7.218
10.0,9.0,dorn11,dorn,6.114
10.0,8.0,dorn15,dorn,7.64
10.0,8.0,dorn13,dorn,12.406
10.0,9.0,dorn14,dorn,6.169
10.0,9.0,dorn13,dorn,9.939
10.0,8.0,dorn02,dorn,9.265
10.0,8.0,dorn02,dorn,9.477
10.0,8.0,dorn02,dorn,10.097
10.0,9.0,dorn09,dorn,8.37
10.0,9.0,dorn12,dorn,3.871
10.0,8.0,dorn02,dorn,11.343
10.0,9.0,dorn12,dorn,9.015
10.0,8.0,dorn15,dorn,8.57
10.0,8.0,dorn02,dorn,11.066
10.0,9.0,dorn11,dorn,9.013
10.0,9.0,dorn13,dorn,13.162
10.0,9.0,dorn11,dorn,12.392
10.0,9.0,dorn15,dorn,7.644
11.0,8.0,dorn08,dorn,12.699
11.0,9.0,dorn05,dorn,5.529
10.0,9.0,dorn13,dorn,25.008
10.0,8.0,dorn02,dorn,9.742
10.0,9.0,dorn11,dorn,417.086
10.0,10.0,dorn14,dorn,2067.065
10.0,8.0,dorn02,dorn,8.045
11.0,9.0,dorn12,dorn,3434.994
10.0,9.0,dorn03,dorn,6.433
10.0,9.0,dorn11,dorn,7.989
10.0,8.0,dorn07,dorn,6017.653
10.0,8.0,dorn18,dorn,11.823
10.0,9.0,dorn03,dorn,1116.193
10.0,8.0,dorn02,dorn,11.438
10.0,9.0,dorn07,dorn,12.486
11.0,9.0,dorn12,dorn,7.732
10.0,9.0,dorn11,dorn,54.451
10.0,9.0,dorn03,dorn,647.663
10.0,9.0,dorn05,dorn,3.494
10.0,9.0,dorn08,dorn,9.914
11.0,9.0,dorn18,dorn,14.909
10.0,8.0,dorn11,dorn,7.328
10.0,9.0,dorn02,dorn,16.906
11.0,9.0,dorn03,dorn,2757.717
10.0,9.0,dorn05,dorn,3.554
10.0,9.0,dorn07,dorn,19.717
11.0,9.0,dorn12,dorn,6.801
11.0,10.0,dorn14,dorn,379.966
10.0,10.0,dorn02,dorn,12.047
11.0,9.0,dorn09,dorn,7.505
11.0,9.0,dorn18,dorn,2579.27
11.0,9.0,dorn05,dorn,6.934
11.0,9.0,dorn12,dorn,4.29
10.0,8.0,dorn08,dorn,12.181
10.0,9.0,dorn11,dorn,8.075
10.0,10.0,dorn18,dorn,8.175
10.0,8.0,dorn02,dorn,11.496
11.0,9.0,dorn12,dorn,52.616
10.0,9.0,dorn18,dorn,18.957
10.0,9.0,dorn14,dorn,10.133
11.0,9.0,dorn09,dorn,6.26
11.0,10.0,dorn15,dorn,7.603
10.0,9.0,dorn11,dorn,2731.932
11.0,10.0,dorn02,dorn,14.306
10.0,9.0,dorn18,dorn,1348.568
11.0,9.0,dorn09,dorn,6.624
11.0,9.0,dorn15,dorn,7.222
10.0,9.0,dorn05,dorn,4.691
10.0,9.0,dorn18,dorn,7.223
11.0,9.0,dorn12,dorn,227.596
11.0,10.0,dorn07,dorn,18.777
10.0,9.0,dorn11,dorn,7.566
10.0,10.0,dorn05,dorn,10.767
11.0,9.0,dorn18,dorn,15.583
10.0,9.0,dorn03,dorn,10.237
10.0,8.0,dorn02,dorn,13.634
10.0,9.0,dorn05,dorn,8.569
10.0,9.0,dorn11,dorn,6.67
10.0,9.0,dorn05,dorn,4.204
11.0,9.0,dorn18,dorn,11.783
11.0,8.0,dorn08,dorn,15.521
10.0,10.0,dorn15,dorn,7.117
10.0,9.0,dorn09,dorn,12.011
10.0,8.0,dorn15,dorn,10.291
10.0,8.0,dorn08,dorn,15.371
10.0,9.0,dorn18,dorn,23.162
10.0,8.0,dorn18,dorn,13.221
10.0,10.0,dorn02,dorn,13.55
10.0,8.0,dorn02,dorn,12.652
10.0,9.0,dorn02,dorn,9.789
10.0,8.0,dorn02,dorn,14.768
10.0,8.0,dorn02,dorn,15.511
10.0,9.0,dorn05,dorn,4.099
10.0,9.0,dorn09,dorn,9.725
10.0,9.0,dorn12,dorn,3.792
10.0,8.0,dorn07,dorn,14.047
10.0,8.0,dorn02,dorn,9.929
10.0,8.0,dorn15,dorn,11.294
10.0,9.0,dorn14,dorn,55415.867
11.0,9.0,dorn09,dorn,8.14
10.0,8.0,dorn07,dorn,10.129
10.0,9.0,dorn12,dorn,8.311
11.0,9.0,dorn08,dorn,9.797
10.0,9.0,dorn12,dorn,1893.339
11.0,9.0,dorn09,dorn,9.129
10.0,8.0,dorn02,dorn,8.058
11.0,9.0,dorn08,dorn,7.891
11.0,10.0,dorn15,dorn,5.825
10.0,9.0,dorn18,dorn,7.367
10.0,9.0,dorn07,dorn,9.484
10.0,9.0,dorn02,dorn,15.575
11.0,9.0,dorn09,dorn,6.95
10.0,8.0,dorn02,dorn,8.687
10.0,9.0,dorn18,dorn,11.625
10.0,8.0,dorn02,dorn,9.093
10.0,9.0,dorn15,dorn,7.188
10.0,9.0,dorn18,dorn,14.762
10.0,8.0,dorn08,dorn,16.335
11.0,9.0,dorn09,dorn,11.732
10.0,10.0,dorn07,dorn,12.149
10.0,9.0,dorn12,dorn,7.959
10.0,9.0,dorn09,dorn,9.702
10.0,8.0,dorn18,dorn,12.973
10.0,10.0,dorn07,dorn,12.989
11.0,9.0,dorn12,dorn,12.496
10.0,9.0,dorn14,dorn,11.433
10.0,9.0,dorn08,dorn,10.586
10.0,10.0,dorn07,dorn,22.71
10.0,9.0,dorn05,dorn,4.384
10.0,9.0,dorn18,dorn,2976.632
11.0,11.0,dorn12,dorn,11.075
10.0,9.0,dorn18,dorn,7.48
10.0,8.0,dorn08,dorn,8.166
10.0,9.0,dorn14,dorn,8.311
10.0,8.0,dorn08,dorn,16.521
10.0,9.0,dorn07,dorn,15.718
11.0,9.0,dorn12,dorn,6.327
11.0,9.0,dorn12,dorn,16.05
10.0,9.0,dorn15,dorn,8.506
9.0,9.0,dorn05,dorn,5.583
10.0,9.0,dorn14,dorn,10.718
10.0,8.0,dorn08,dorn,16.682
11.0,9.0,dorn12,dorn,6.813
11.0,9.0,dorn18,dorn,11.913
10.0,9.0,dorn15,dorn,15.7
10.0,8.0,dorn08,dorn,9.73
10.0,9.0,dorn07,dorn,180.772
10.0,9.0,dorn18,dorn,8.696
9.0,8.0,dorn18,dorn,12.73
11.0,10.0,dorn03,dorn,55855.611
10.0,8.0,dorn02,dorn,6.97
11.0,9.0,dorn09,dorn,11.84
10.0,9.0,dorn02,dorn,14.132
11.0,9.0,dorn12,dorn,5.294
10.0,8.0,dorn02,dorn,10.511
10.0,9.0,dorn15,dorn,7.817
10.0,8.0,dorn02,dorn,10.136
11.0,9.0,dorn09,dorn,6.497
10.0,8.0,dorn02,dorn,7.085
10.0,9.0,dorn03,dorn,6.371
10.0,9.0,dorn03,dorn,9.835
10.0,9.0,dorn03,dorn,12.78
10.0,9.0,dorn12,dorn,8.655
11.0,10.0,dorn12,dorn,16.026
10.0,8.0,dorn02,dorn,8.457
11.0,9.0,dorn09,dorn,10.985
11.0,8.0,dorn02,dorn,12.503
11.0,8.0,dorn18,dorn,6342.271
10.0,9.0,dorn05,dorn,5.425
10.0,9.0,dorn12,dorn,8.284
10.0,9.0,dorn14,dorn,91.948
10.0,9.0,dorn07,dorn,9.639
11.0,9.0,dorn18,dorn,5009.148
11.0,9.0,dorn02,dorn,12.9
11.0,9.0,dorn09,dorn,10.392
10.0,8.0,dorn02,dorn,12.06
11.0,9.0,dorn12,dorn,10.876
11.0,9.0,dorn18,dorn,10.124
10.0,9.0,dorn08,dorn,16.825
10.0,9.0,dorn15,dorn,6.297
10.0,9.0,dorn07,dorn,7.78
11.0,9.0,dorn18,dorn,11.345
11.0,9.0,dorn09,dorn,13.991
11.0,9.0,dorn18,dorn,8.557
10.0,9.0,dorn07,dorn,22.118
11.0,9.0,dorn01,dorn,27.834
11.0,9.0,dorn07,dorn,18.871
10.0,9.0,dorn14,dorn,3307.294
11.0,9.0,dorn12,dorn,4.201
11.0,9.0,dorn09,dorn,8.377
10.0,9.0,dorn14,dorn,3.819
11.0,9.0,dorn05,dorn,12.227
10.0,9.0,dorn07,dorn,17.463
11.0,11.0,dorn09,dorn,9.221
10.0,8.0,dorn08,dorn,6.659
10.0,10.0,dorn18,dorn,7456.727
11.0,9.0,dorn12,dorn,995.7
10.0,9.0,dorn14,dorn,4860.232
10.0,9.0,dorn03,dorn,2506.132
11.0,9.0,dorn12,dorn,9.044
10.0,8.0,dorn08,dorn,18.185
11.0,9.0,dorn09,dorn,7.345
11.0,9.0,dorn05,dorn,13.9
10.0,9.0,dorn03,dorn,2676.981
11.0,9.0,dorn05,dorn,8.387
10.0,8.0,dorn15,dorn,6.89
11.0,9.0,dorn05,dorn,4.72
10.0,8.0,dorn02,dorn,8.218
11.0,9.0,dorn08,dorn,7.806
11.0,8.0,dorn09,dorn,11.771
11.0,9.0,dorn18,dorn,9.71
11.0,8.0,dorn08,dorn,9.159
10.0,8.0,dorn15,dorn,11.804
10.0,8.0,dorn02,dorn,8.266
10.0,8.0,dorn02,dorn,7.507
11.0,9.0,dorn12,dorn,5.414
11.0,9.0,dorn03,dorn,18.869
10.0,8.0,dorn02,dorn,12.597
11.0,8.0,dorn09,dorn,12.224
10.0,9.0,dorn14,dorn,48174.517
10.0,9.0,dorn05,dorn,7.624
11.0,9.0,dorn05,dorn,3.592
11.0,9.0,dorn12,dorn,10.437
10.0,9.0,dorn14,dorn,10.335
10.0,9.0,dorn03,dorn,19.976
10.0,8.0,dorn02,dorn,12.21
11.0,9.0,dorn15,dorn,6.814
10.0,8.0,dorn02,dorn,17.27
11.0,10.0,dorn03,dorn,18.161
10.0,8.0,dorn15,dorn,7.468
10.0,8.0,dorn02,dorn,15.343
11.0,9.0,dorn12,dorn,7.583
10.0,9.0,dorn14,dorn,13.014
10.0,8.0,dorn13,dorn,22.532
10.0,8.0,dorn13,dorn,10.175
10.0,8.0,dorn02,dorn,9.857
10.0,8.0,dorn07,dorn,18.225
11.0,10.0,dorn08,dorn,8.691
11.0,8.0,dorn09,dorn,11.614
11.0,9.0,dorn12,dorn,14.546
10.0,9.0,dorn14,dorn,7.635
10.0,9.0,dorn07,dorn,31.241
10.0,9.0,dorn07,dorn,57.238
11.0,8.0,dorn02,dorn,14.446
10.0,9.0,dorn14,dorn,4.23
11.0,9.0,dorn12,dorn,7.655
11.0,8.0,dorn15,dorn,9.138
10.0,9.0,dorn14,dorn,12.278
10.0,9.0,dorn18,dorn,7.948
10.0,9.0,dorn03,dorn,2823.278
10.0,9.0,dorn07,dorn,4102.065
11.0,10.0,dorn03,dorn,977.889
9.0,9.0,dorn05,dorn,7.439
11.0,9.0,dorn05,dorn,5.4
11.0,9.0,dorn13,dorn,14.466
10.0,10.0,dorn07,dorn,23.413
10.0,9.0,dorn05,dorn,4.593
11.0,9.0,dorn09,dorn,27.996
11.0,9.0,dorn12,dorn,7.608
11.0,10.0,dorn15,dorn,6.659
11.0,9.0,dorn13,dorn,9.768
10.0,8.0,dorn13,dorn,14.785
10.0,8.0,dorn13,dorn,8.691
11.0,9.0,dorn09,dorn,8.636
10.0,8.0,dorn13,dorn,13.321
10.0,9.0,dorn07,dorn,16.764
10.0,8.0,dorn02,dorn,6.842
11.0,9.0,dorn05,dorn,4.59
11.0,9.0,dorn09,dorn,11.283
9.0,9.0,dorn05,dorn,6.437
11.0,9.0,dorn09,dorn,14.733
10.0,8.0,dorn15,dorn,8.583
10.0,9.0,dorn05,dorn,4.91
